model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.8628479813438275,0.6027556421413115,0.5599417598890877,3.822669200017117,0.40716979998978786,43,82332,0.4097041138763319,0.017109311519898456,0.053305881082560416
rf_chi2,0.8628479813438275,0.6027556421413115,0.5599417598890877,3.7595695999916643,0.41876080000656657,43,82332,0.4097041138763319,0.017109311519898456,0.0533058810825604
extra_trees_chi2,0.8551474517805956,0.5894864822476681,0.5324171326477107,2.6608449000050314,0.4277173999871593,43,82332,0.4474261096820201,0.019480041432999768,0.05834447014332837
xgboost_chi2,0.885220813292523,0.5624607205692692,0.5497697736285532,6.56633289999445,0.34707970000454225,43,82332,0.293408710335708,0.014146124306910552,0.01923051314334333
