,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,52,54,95,389,83,0,0,1,3,0
Backdoor,34,50,95,299,90,0,0,3,12,0
DoS,148,544,218,2848,222,2,0,51,55,1
Exploits,192,510,209,9538,422,1,0,188,68,4
Fuzzers,82,118,197,975,4426,0,0,28,236,0
Generic,0,2,18,562,105,18021,0,4,156,3
Normal,0,0,0,0,0,0,37000,0,0,0
Reconnaissance,15,67,3,511,46,0,0,2832,22,0
Shellcode,0,1,0,82,40,1,0,23,231,0
Worms,0,0,1,24,2,0,0,0,1,16
