,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8788449466415568,0.0,0.0006277463904582549,0.12052730696798493
DoS/DDoS,0.0,0.0,0.999,0.0006666666666666666,0.0003333333333333333
Normal,0.024666666666666667,0.0,0.002,0.9693333333333334,0.004
Web Attack,0.0,0.019801980198019802,0.0,0.019801980198019802,0.9603960396039604
