,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.9133709981167608,0.0,0.0012554927809165098,0.08537350910232266
DoS/DDoS,0.0,0.0,0.999,0.001,0.0
Normal,0.007666666666666666,0.0,0.0013333333333333333,0.991,0.0
Web Attack,0.0,0.12871287128712872,0.0,0.019801980198019802,0.8514851485148515
