model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,log_loss_mean,log_loss_std,brier_macro_mean,brier_macro_std,ece_mean,ece_std,mce_mean,mce_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std
cfrg_forest_chi2,0.9770848985725019,0.0002504382669671762,0.9531594958866422,0.001946062395508709,0.8613727831062953,0.0011755375192933064,0.9531594958866422,0.001946062395508709,0.8883634581067232,0.0009175345302126001,0.07504645774506058,0.0007141717681496585,0.007799440040899691,6.252247419273157e-05,0.018975676410117475,0.000109782995959874,0.5723210261162176,0.04267751545231667,3.744808400001299,0.08770452140906865,0.40889296666622005,0.007585892557446698
equal_rf_all,0.9769596794390183,0.0008765339343851692,0.950845631455285,0.0006669468827786372,0.8612851546903805,0.002769502768283731,0.950845631455285,0.0006669468827786372,0.8879604324064396,0.0023493790163970248,0.05423959644423602,0.0010861038316166932,0.0066239384687400696,0.00019127333133929318,0.005125615408209819,0.0013116128475588384,0.3680229676108162,0.2645766451606151,0.7971055666663839,0.025012605370955357,0.04138316666649189,0.0005140732030794626
equal_rf_chi2,0.9775857751064363,0.00045148400644432163,0.9494813363440414,0.0015305630399759333,0.8627946271976646,0.0014257364695140539,0.9494813363440414,0.0015305630399759333,0.8888702478288303,0.0016705993471220796,0.05282806980688107,0.0003095780296074708,0.006334406692341699,6.905895526027949e-05,0.004441593544829249,0.0008789930536828386,0.37965251497938796,0.2339435110456729,0.7937821999997444,0.04848606657250203,0.033133100000365324,0.0061627884338387885
extra_trees_chi2,0.963686451289757,0.0002504382669671762,0.9617267073976702,0.0001951991036406181,0.8231532981641921,0.0003999255989797408,0.9617267073976702,0.0001951991036406181,0.8577128660461888,0.00046334742054677305,0.08902675234849479,0.0014036111499700725,0.010848677843277239,0.00015335606041211745,0.01579137579838344,0.0022939651985532826,0.30746765108254026,0.031156675405426288,0.44897626666352153,0.018924326115820084,0.04096626666917776,0.0015752225621508027
