,precision,recall,f1-score,support
Bot,0.7978142076502732,1.0,0.8875379939209727,292.0
Brute Force,0.9985734664764622,0.8788449466415568,0.9348914858096828,1593.0
DoS/DDoS,0.998001998001998,0.999,0.9985007496251874,3000.0
Normal,0.9982835564709921,0.9693333333333334,0.9835954676137324,3000.0
Web Attack,0.3211920529801324,0.9603960396039604,0.4813895781637717,101.0
accuracy,0.9634360130227899,0.9634360130227899,0.9634360130227899,0.9634360130227899
macro avg,0.8227730563159715,0.96151486391577,0.8571830550266695,7986.0
weighted avg,0.9823423918733843,0.9634360130227899,0.9696158565278047,7986.0
