,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,0.9965753424657534,0.0,0.0,0.003424657534246575,0.0
Brute Force,0.0,0.9127432517263026,0.0,0.0018832391713747645,0.08537350910232266
DoS/DDoS,0.0,0.0,0.999,0.001,0.0
Normal,0.006333333333333333,0.0,0.0013333333333333333,0.9923333333333333,0.0
Web Attack,0.0,0.13861386138613863,0.0,0.019801980198019802,0.8415841584158416
