,precision,recall,f1-score,support
Bot,0.9575163398692811,1.0,0.9782971619365609,293.0
Brute Force,0.9904955872369314,0.9158819836785939,0.9517286366601435,1593.0
DoS/DDoS,0.9986653319986654,0.9979993331110371,0.9983322214809873,2999.0
Normal,0.9966588706982961,0.9943333333333333,0.9954947438678459,3000.0
Web Attack,0.391705069124424,0.8415841584158416,0.5345911949685535,101.0
accuracy,0.9783370899073378,0.9783370899073378,0.9783370899073378,0.9783370899073378
macro avg,0.8670082397855197,0.9499597617077612,0.8916887917828182,7986.0
weighted avg,0.9870959069359608,0.9783370899073378,0.98137003019833,7986.0
