accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,model,seed,train_seconds,predict_seconds,test_samples,rejected_count,coverage
0.9783370899073378,0.9499597617077612,0.8670082397855197,0.9499597617077612,0.8916887917828182,0.05241568471808524,0.006303483324175479,0.00776180860529185,0.17568742070809173,0.0007754018573201904,0.00041736227045075126,0.004217740872545143,rccf,3407,73.87295799999265,0.19894240000576247,7986,608,0.9238667668419734
