tree_score,tree_weight
0.9258063312901988,0.01003668622008744
0.92255438353525,0.010001431784988668
0.943596826309053,0.010229553356732788
0.8933109804363302,0.009684403427122455
0.9471936010906253,0.010268546068995426
0.9561125541530238,0.010365236629724401
0.9114071987602754,0.009880584916650968
0.9329225833658359,0.010113833660898958
0.9496967974376572,0.010295683274081709
0.9569524599902138,0.010374342066852423
0.9442540020088226,0.010236677812536472
0.9553264110947894,0.010356714036031837
0.9253542283397909,0.010031784962341566
0.8821686879793932,0.00956360959650914
0.9066055012652414,0.009828529611504997
0.9391915692118704,0.010181795870411032
0.9174011644427349,0.009945565626693116
0.9030578205084652,0.009790069128614211
0.9487194659191946,0.010285088002206509
0.914634110528149,0.009915567936078892
0.8882064735612172,0.009629065359016638
0.8994608956909931,0.009751074789809178
0.9251187030536503,0.01002923162768183
0.9486057793706001,0.010283855523903951
0.9444252752169421,0.010238534589045448
0.9011355110249821,0.009769229330428009
0.951740262876996,0.010317836526574194
0.9330552090221792,0.01011527145847331
0.9584338653043385,0.010390402013517404
0.9464419935004879,0.010260397875050451
0.8926712161209155,0.00967746772850861
0.9151855774990082,0.00992154640129368
0.9338178353026076,0.010123539106275175
0.9385110310272571,0.01017441814140995
0.9436265711688419,0.010229875821393345
0.8999219371267673,0.009756072949865906
0.9056300844371256,0.00981795509682876
0.90944782078858,0.009859343258191978
0.9386692545688282,0.010176133446205032
0.8893108200813116,0.009641037603238575
0.8913559872727463,0.009663209304461897
0.8935603814974795,0.009687107189355558
0.9407636864591963,0.010198839227082174
0.93453577455416,0.010131322301042127
0.9174300464300744,0.009945878736935011
0.8966348416360095,0.009720437477412193
0.9307062930021817,0.010089806809709058
0.9581984848945385,0.010387850249465171
0.909918042800333,0.00986444094506906
0.9224452515664072,0.01000024868298252
0.8931358697420706,0.009682505048344236
0.899560405490282,0.009752153577669589
0.9261960151173387,0.010040910790784199
0.9109828516169471,0.009875984560202729
0.8999018144365323,0.009755854799351088
0.9199851896295582,0.009973579098958721
0.9473113748275995,0.010269822856594543
0.9146652655823588,0.009915905688687299
0.9073688112298577,0.009836804671141751
0.9476913997211964,0.01027394271458637
0.9542340153402386,0.01034487135031452
0.8884052331384366,0.009631220115840354
0.920470974592235,0.009978845504119318
0.9394354310347837,0.010184439581644056
0.889654638456648,0.009644764945592283
0.907831098247972,0.009841816334583243
0.9495675710284441,0.010294282327818129
0.9401922528960581,0.010192644303613845
0.8909878071779007,0.009659217856186432
0.9269161666789696,0.010048717969251983
0.9584538224799959,0.01039061836968515
0.9058197545905818,0.009820011315015236
0.9300516536770929,0.010082709850797487
0.9046459492648437,0.009807286066397126
0.9110684719675435,0.009876912772253072
0.9493593957491873,0.010292025495167431
0.9141694757402371,0.009910530820414858
0.9176241013916421,0.009947982490919919
0.9175495091479584,0.009947173834812263
0.9178454687617202,0.009950382339309097
0.8860580094539134,0.00960577381372114
0.924079631839045,0.0100179670344415
0.9084919835857898,0.009848981006652272
0.9254518234487328,0.01003284299300301
0.916399739672133,0.009934709159356651
0.9041452987091141,0.009801858503024598
0.9024403954504265,0.009783375610366922
0.8995832145910976,0.009752400851618914
0.9072165387887756,0.009835153882354234
0.9456291221197036,0.010251585519041996
0.8891807162234681,0.009639627144535643
0.9593111679514055,0.010399912870260394
0.8954192786850854,0.009707259533487169
0.9080512012024669,0.009844202475416064
0.9139156522044898,0.009907779114040139
0.9433259154535529,0.01022661640635951
0.9504660815930677,0.010304023100048519
0.955089508121155,0.010354145765832542
0.9367496460721068,0.010155322929474025
0.9349129508771634,0.010135411277619282
