,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,293,0,0,0,0
Brute Force,0,1462,0,2,129
DoS/DDoS,0,0,2995,4,0
Normal,21,0,4,2975,0
Web Attack,0,12,0,2,87
