model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples
rf_all,0.8635767380848273,0.6034873219135913,0.5656240193645672,3.725860800012015,0.20650430000387132,43,82332
rf_chi2,0.8635767380848273,0.6034873219135913,0.5656240193645672,3.7481769000005443,0.21279930000309832,43,82332
extra_trees_chi2,0.8551717436719622,0.5870276400829184,0.5280080312031409,2.6064638999814633,0.21698240001569502,43,82332
