accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,model,seed,train_seconds,predict_seconds,test_samples,rejected_count,coverage
0.995046949114259,0.9325294753297129,0.8127528432647797,0.9325294753297129,0.8559663104140549,0.013590862938954798,0.001480983208936991,0.0016971070474293274,0.2952364044876366,6.231655433427757e-05,8.963143553707156e-05,0.0001698283035850755,rccf,2024,721.2943984999984,0.597124600000825,61982,6152,0.9007453776902972
