,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1482,0,3,108
DoS/DDoS,0,0,29986,11,0
Normal,142,1,15,29837,4
Web Attack,0,19,3,3,76
