,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,292,0,0,0,0
Brute Force,0,1481,0,3,109
DoS/DDoS,0,0,29983,13,1
Normal,135,1,16,29843,4
Web Attack,0,19,3,4,75
