seed,delta_macro_f1,paired_effect_delta,mcnemar_odds_ratio,discordant_fraction
42,-0.0014898785705036444,-0.0003756574004507889,0.5,0.0011269722013523666
2024,0.0031420343944736917,0.000876533934385174,3.3333333333333335,0.0016278487352867517
3407,0.0016021894875086762,0.0005008765339343851,2.3333333333333335,0.001252191334835963
