model,accuracy,accuracy,accuracy,balanced_accuracy,balanced_accuracy,balanced_accuracy,macro_precision,macro_precision,macro_precision,macro_recall,macro_recall,macro_recall,macro_f1,macro_f1,macro_f1,train_seconds,train_seconds,train_seconds,predict_seconds,predict_seconds,predict_seconds
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
rf_all,0.9570297029702971,0.010396825367130257,10,0.9570297029702971,0.010396825367130264,10,0.9593386596679181,0.009627433222639469,10,0.9570297029702971,0.010396825367130264,10,0.9570284156335284,0.010480516923269774,10,0.21437214999459683,0.002784316706840343,10,0.028277589997742325,0.0005451375976389028,10
rf_chi2,0.9572277227722772,0.010973783466994269,10,0.9572277227722772,0.010973783466994295,10,0.9591732823162827,0.010415440083443618,10,0.9572277227722772,0.010973783466994295,10,0.9571767115071687,0.01111051423078953,10,0.21499166000285186,0.005643628193428584,10,0.03268474000506103,0.014325093506785671,10
