model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.863418840790944,0.6156816163649195,0.5623861671249668,3.6927303999837022,0.4101258000009693,43,82332,0.39766803107822507,0.017023716486581675,0.0540285820908622
rf_chi2,0.863418840790944,0.6156816163649195,0.5623861671249668,3.7385988000023644,0.4060472999990452,43,82332,0.39766803107822507,0.017023716486581675,0.054028582090862184
extra_trees_chi2,0.8557183112277121,0.5972840187175753,0.5326041513805206,2.5899456000188366,0.4289864000165835,43,82332,0.4466331632509207,0.01941687852392574,0.05371457352433805
xgboost_chi2,0.8849414565418063,0.5564320281257571,0.5446758239452133,6.8276134000043385,0.3421836000052281,43,82332,0.2916993349687445,0.01409666748077693,0.020283314137742467
