source_rows,mapped_rows,invalid_rows,duplicate_rows,cross_label_conflicts,dedup_rows_before_balance,balanced_rows,balanced_per_class,selected_k,feature_count_original,feature_count_selected
2830743,2671766,2741,239101,4524,712143,3365,673,60,78,60
