,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,12,375,60,36,76,58,30,27,3,0
Backdoor,11,311,47,10,91,64,10,29,10,0
DoS,215,2079,626,636,238,76,20,75,122,2
Exploits,224,2181,358,7167,427,129,86,375,178,7
Fuzzers,31,729,124,284,4040,116,328,58,351,1
Generic,6,20,88,425,87,18056,0,3,181,5
Normal,792,24,85,675,10059,0,25096,37,227,5
Reconnaissance,27,246,30,191,58,0,3,2856,84,1
Shellcode,0,1,3,29,36,0,2,3,304,0
Worms,0,0,1,20,1,0,0,0,0,22
