model,seed,threshold,known_macro_f1,unknown_recall,known_false_rejection_rate,auroc,aupr,known_validation_samples,unknown_samples
equal_rf,2024,0.7640616221521508,0.9431519161343882,0.8446507083536883,0.049,0.9652540302882266,0.9565858944644701,1000,2047
cfrg_forest,2024,0.9483316502645709,0.9232711566888664,0.1446018563751832,0.049,0.7838690766976063,0.8339477342782348,1000,2047
