model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.863418840790944,0.6156816163649195,0.5623861671249668,4.18358630000148,0.43395519998739474,43,82332,0.39766803107822507,0.017023716486581675,0.0540285820908622
rf_chi2,0.863418840790944,0.6156816163649195,0.5623861671249668,4.161676499992609,0.4341036999830976,43,82332,0.39766803107822507,0.017023716486581675,0.054028582090862184
extra_trees_chi2,0.8557183112277121,0.5972840187175753,0.5326041513805206,2.9443642999976873,0.46086070002638735,43,82332,0.4466331632509207,0.01941687852392574,0.05371457352433805
xgboost_chi2,0.8849414565418063,0.5564320281257571,0.5446758239452133,7.520023700024467,0.3445990000036545,43,82332,0.2916993349687445,0.01409666748077693,0.020283314137742467
