,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,2,338,141,58,120,14,0,1,3,0
Backdoor,2,268,133,13,134,20,0,4,9,0
DoS,120,2023,779,703,271,32,0,46,113,2
Exploits,152,2073,567,7383,486,43,0,257,165,6
Fuzzers,14,657,269,319,4426,28,0,6,342,1
Generic,2,14,72,406,94,18092,0,2,184,5
Normal,0,0,0,3,0,0,36997,0,0,0
Reconnaissance,16,237,42,250,57,0,0,2813,81,0
Shellcode,0,0,2,32,39,0,0,2,303,0
Worms,0,0,0,19,1,0,0,0,0,24
