Unnamed: 0,precision,recall,f1-score,support
Bot,1.0,1.0,1.0,101.0
Brute Force,0.9479166666666666,0.900990099009901,0.9238578680203046,101.0
DoS/DDoS,0.9801980198019802,0.9801980198019802,0.9801980198019802,101.0
Normal,0.97,0.9603960396039604,0.965174129353234,101.0
Web Attack,0.8878504672897196,0.9405940594059404,0.9134615384615384,101.0
accuracy,0.9564356435643564,0.9564356435643564,0.9564356435643564,0.9564356435643564
macro avg,0.9571930307516734,0.9564356435643564,0.9565383111274114,505.0
weighted avg,0.9571930307516732,0.9564356435643564,0.9565383111274116,505.0
