model,seed,accuracy,macro_f1,train_seconds,predict_seconds,feature_count,n_estimators,min_samples_leaf
random_forest_all,42,0.9564356435643564,0.9565253667953668,0.240661,0.030495,78,100,2
random_forest_all,2024,0.9603960396039604,0.9605030012596144,0.261367,0.028910,78,100,2
random_forest_all,3407,0.9564356435643564,0.9565253667953668,0.248915,0.032425,78,100,2
