model,accuracy,accuracy,accuracy,balanced_accuracy,balanced_accuracy,balanced_accuracy,macro_precision,macro_precision,macro_precision,macro_recall,macro_recall,macro_recall,macro_f1,macro_f1,macro_f1,train_seconds,train_seconds,train_seconds,predict_seconds,predict_seconds,predict_seconds
Unnamed: 0_level_1,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
rf_all,0.9570297029702972,0.0103968253671302,10,0.9570297029702972,0.0103968253671302,10,0.959338659667918,0.0096274332226394,10,0.9570297029702972,0.0103968253671302,10,0.9570284156335284,0.0104805169232697,10,0.2143721499945968,0.0027843167068403,10,0.0282775899977423,0.0005451375976389,10
rf_chi2,0.9572277227722772,0.0109737834669942,10,0.9572277227722772,0.0109737834669942,10,0.9591732823162828,0.0104154400834436,10,0.9572277227722772,0.0109737834669942,10,0.9571767115071688,0.0111105142307895,10,0.2149916600028518,0.0056436281934285,10,0.032684740005061,0.0143250935067856,10
