weight_metric,accuracy,accuracy,macro_precision,macro_precision,macro_recall,macro_recall,macro_f1,macro_f1
Unnamed: 0_level_1,mean,std,mean,std,mean,std,mean,std
accuracy,0.9577557755775578,0.0011432678597814,0.958661896321621,0.0012720748983188,0.9577557755775578,0.0011432678597814,0.9578599523502016,0.001144574873625
balanced_accuracy,0.9577557755775578,0.0011432678597814,0.958661896321621,0.0012720748983188,0.9577557755775578,0.0011432678597814,0.9578599523502016,0.001144574873625
macro_f1,0.9577557755775578,0.0011432678597814,0.958661896321621,0.0012720748983188,0.9577557755775578,0.0011432678597814,0.9578599523502016,0.001144574873625
