method,seed,class,bin,prob_true,prob_pred
mutual_info,3407,Normal,2,0.25,0.2458328874809419
mutual_info,3407,Normal,3,0.1428571428571428,0.3274813095871293
mutual_info,3407,Normal,4,0.6666666666666666,0.4481059336831965
mutual_info,3407,Normal,5,0.5,0.5569851255656876
mutual_info,3407,Normal,6,1.0,0.6425516617316831
mutual_info,3407,Normal,7,0.8888888888888888,0.7481828297753406
mutual_info,3407,Normal,8,1.0,0.8683847540675965
mutual_info,3407,Normal,9,1.0,0.9821060468153024
mutual_info,3407,Web Attack,0,0.0,0.0040491219714791
mutual_info,3407,Web Attack,1,0.0,0.1263689645426511
mutual_info,3407,Web Attack,2,0.1666666666666666,0.2426271118962498
mutual_info,3407,Web Attack,3,1.0,0.3428917842467816
mutual_info,3407,Web Attack,4,0.6666666666666666,0.4421463014015712
mutual_info,3407,Web Attack,5,0.7142857142857143,0.5844063295854571
mutual_info,3407,Web Attack,6,0.8,0.6564925392798397
mutual_info,3407,Web Attack,7,1.0,0.7618569404114407
mutual_info,3407,Web Attack,8,0.8,0.8651139919561475
mutual_info,3407,Web Attack,9,0.953125,0.9567045094517228
anova,3407,Bot,0,0.0,0.0015686890051948
anova,3407,Bot,1,0.0,0.1835249110961989
anova,3407,Bot,2,0.0,0.286908917839571
anova,3407,Bot,3,0.0,0.3286327384259747
anova,3407,Bot,4,0.0,0.4317940647040001
anova,3407,Bot,5,1.0,0.5511468787804288
anova,3407,Bot,6,1.0,0.6767772139468258
anova,3407,Bot,7,1.0,0.7441922406710882
anova,3407,Bot,8,1.0,0.8912768879567753
anova,3407,Bot,9,1.0,0.9865887954253256
anova,3407,Brute Force,0,0.0159574468085106,0.0122931566212689
anova,3407,Brute Force,1,0.1111111111111111,0.1444772426361663
anova,3407,Brute Force,2,0.1818181818181818,0.2656519825312021
anova,3407,Brute Force,3,0.0,0.3671286895712855
anova,3407,Brute Force,4,0.25,0.4653106027144241
anova,3407,Brute Force,5,0.5,0.5180658710869912
anova,3407,Brute Force,6,0.0,0.7502357032450372
anova,3407,Brute Force,7,1.0,0.8476085690548516
anova,3407,Brute Force,8,1.0,0.9971475639764198
anova,3407,DoS/DDoS,0,0.0025316455696202,0.0033182517274045
anova,3407,DoS/DDoS,1,0.0,0.1146244900526601
anova,3407,DoS/DDoS,2,0.25,0.2319043511995127
anova,3407,DoS/DDoS,3,1.0,0.4998219229927136
anova,3407,DoS/DDoS,4,1.0,0.5926790249780998
anova,3407,DoS/DDoS,5,0.0,0.6207979839788402
anova,3407,DoS/DDoS,6,1.0,0.7675701866401466
anova,3407,DoS/DDoS,7,1.0,0.8864634747799238
anova,3407,DoS/DDoS,8,1.0,0.9926124065085292
anova,3407,Normal,0,0.0053191489361702,0.0089754572539096
anova,3407,Normal,1,0.0833333333333333,0.1359404428754822
anova,3407,Normal,2,0.0,0.2554403062502982
anova,3407,Normal,3,0.3333333333333333,0.3301637380379263
anova,3407,Normal,4,0.0,0.4272794732100822
anova,3407,Normal,5,0.5,0.5539280925858987
anova,3407,Normal,6,1.0,0.6614467808556046
anova,3407,Normal,7,0.875,0.7446833574181269
anova,3407,Normal,8,1.0,0.8521951911466643
anova,3407,Normal,9,1.0,0.9814353531431056
anova,3407,Web Attack,0,0.0,0.0044735214956967
anova,3407,Web Attack,1,0.0,0.1362759477999092
anova,3407,Web Attack,2,0.3333333333333333,0.2500338179642254
anova,3407,Web Attack,3,0.5,0.3166548767564106
anova,3407,Web Attack,4,0.8888888888888888,0.4643838004084254
anova,3407,Web Attack,5,0.75,0.5685773581856669
anova,3407,Web Attack,6,0.6,0.627078988850617
anova,3407,Web Attack,7,1.0,0.7503604180456973
anova,3407,Web Attack,8,0.8947368421052632,0.8610091541710643
anova,3407,Web Attack,9,0.9117647058823528,0.9524395853704022
