tree_count,score_mean,score_std,score_min,score_max,weight_min,weight_max,weight_cv,normalized_weight_entropy,mean_probability_l1,max_probability_l1,prediction_disagreement_count,prediction_disagreement_rate,test_samples
100,0.9059009900990096,0.0114320383498854,0.8792079207920791,0.9386138613861386,0.0097053423100466,0.0103611086823463,0.0126195229664374,0.999982725710044,0.0002994194092176,0.0034725065923019,0,0.0,505
