accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,dataset,model,seed,train_seconds,predict_seconds,test_samples,coverage,rejected_count
0.748624911284599,0.49395874252546107,0.7795831237863131,0.49395874252546107,0.5162704696011865,1.4633727390623072,0.08664586027992743,0.2097225318980268,0.4835146820949253,0.058915066594299216,0.20576638738294725,0.23359947705094083,nsl,rccf,3407,241.36872910000238,0.48513049999746727,22544,0.6218506032647267,8525
