,Bot,Brute Force,DoS/DDoS,Normal,Web Attack
Bot,1.0,0.0,0.0,0.0,0.0
Brute Force,0.0,0.8811881188118812,0.0,0.0297029702970297,0.0891089108910891
DoS/DDoS,0.0,0.0,0.9801980198019802,0.009900990099009901,0.009900990099009901
Normal,0.04950495049504951,0.019801980198019802,0.07920792079207921,0.8316831683168316,0.019801980198019802
Web Attack,0.0,0.0,0.039603960396039604,0.0297029702970297,0.9306930693069307
