,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,21,486,112,57,0,0,1,0,0,0
Backdoor,21,410,119,10,8,0,0,4,11,0
DoS,159,2489,501,612,113,4,3,62,135,11
Exploits,221,2684,451,6237,469,0,15,498,409,148
Fuzzers,38,995,220,22,4297,0,96,186,200,8
Generic,12,15,91,356,87,18164,0,14,124,8
Normal,1853,10,24,298,11809,0,21803,544,647,12
Reconnaissance,18,296,24,50,60,1,4,2896,125,22
Shellcode,0,0,0,0,21,0,1,30,326,0
Worms,0,0,0,11,3,0,0,1,5,24
