,precision,recall,f1-score,support
Analysis,0.007509386733416771,0.01772525849335303,0.01054945054945055,677.0
Backdoor,0.03324617108703773,0.3053173241852487,0.05996294424793667,583.0
DoS,0.3036093418259023,0.20983125458547322,0.24815618221258134,4089.0
Exploits,0.7602900405203669,0.640495867768595,0.6952705997074597,11132.0
Fuzzers,0.2624395415093089,0.6534147146156384,0.3744741195934767,6062.0
Generic,1.0,0.9630650204016745,0.9811850452152787,18871.0
Normal,0.9834630350194552,0.6557837837837838,0.7868724867038527,37000.0
Reconnaissance,0.8559247280211703,0.8326659038901602,0.8441351312164709,3496.0
Shellcode,0.18434203220433093,0.8783068783068783,0.304726938962827,378.0
Worms,0.5714285714285714,0.45454545454545453,0.5063291139240507,44.0
accuracy,0.7025214983238595,0.7025214983238595,0.7025214983238595,0.7025214983238595
macro avg,0.4962252848349561,0.5611151460576258,0.48116620123333853,82332.0
weighted avg,0.846167364975811,0.7025214983238595,0.7504422595282312,82332.0
