model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.703748238837876,0.5774306634312684,0.4847810579460103,16.88450769998599,2.2583844999899156,197,82332,0.6672100720608292,0.03400422820202281,0.08158714597993662
rf_chi2,0.708594471165525,0.5472339967526388,0.4731816112757704,11.771774999971967,1.4673016000306234,60,82332,0.6901315974763162,0.03458050066789756,0.0757230676184134
extra_trees_chi2,0.6652334450760337,0.6012543978858632,0.42812089674192844,9.920517499966081,1.8943669000291266,60,82332,0.843675531743155,0.03954537498901165,0.09407675035949714
xgboost_chi2,0.769494242821746,0.5317649316780237,0.4869642486392444,30.09520539996447,0.8418286999803968,60,82332,0.5221619167667823,0.028356184650627447,0.037535673281435276
