accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,log_loss,brier,ece,mce,aurc,risk_at_90,risk_at_95,model,seed,train_seconds,predict_seconds,test_samples,rejected_count,coverage
0.9783370899073378,0.9496360433024961,0.865166682972446,0.9496360433024961,0.8913329243822133,0.051651745020990444,0.006316030778225304,0.006089769241365532,0.6106736294065126,0.0007509244294040035,0.00041736227045075126,0.004744958481613286,rccf,2024,60.94064190000063,0.1691587000095751,7986,654,0.918106686701728
