,precision,recall,f1-score,support
DoS,0.9640475028469172,0.7945829981228212,0.8711503123851525,7458.0
Normal,0.6575352212893126,0.9516012769024818,0.7776982958131706,9711.0
Probe,0.7427589592538046,0.6249483684427922,0.6787797218483625,2421.0
R2L,0.9651567944250871,0.10058097312999274,0.1821769154883262,2754.0
U2R,0.5263157894736842,0.05,0.091324200913242,200.0
accuracy,0.7526171043293116,0.7526171043293116,0.7526171043293116,0.7526171043293116
macro avg,0.771162853457761,0.5043427233196176,0.5202258892896507,22544.0
weighted avg,0.8045029817365024,0.7526171043293116,0.7191524553070685,22544.0
