model,accuracy,macro_f1,train_seconds,predict_seconds
rf_all,0.7380234208658624,0.47285166984722293,5.938602599984733,0.1030791999946814
rf_chi2,0.7370919091554294,0.48992098352751395,5.11849570000777,0.1186370000068564
extra_trees_chi2,0.7526171043293116,0.5202258892896507,5.839277399994899,0.12026779999723658
decision_tree_chi2,0.7332771469127041,0.4878077704887825,0.6782315000018571,0.0059105999825987965
weighted_rf_chi2,0.7369144783534421,0.4882375239225798,17.884503599983873,1.228878399997484
