,precision,recall,f1-score,support
Bot,0.9451612903225807,1.0,0.9718076285240465,293.0
Brute Force,0.9911924119241192,0.9183929692404269,0.953405017921147,1593.0
DoS/DDoS,0.9976674441852715,0.9983327775925308,0.998,2999.0
Normal,0.9973190348525469,0.992,0.9946524064171123,3000.0
Web Attack,0.4046511627906977,0.8613861386138614,0.5506329113924051,101.0
accuracy,0.9783370899073378,0.9783370899073378,0.9783370899073378,0.9783370899073378
macro avg,0.8671982688150432,0.9540223770893638,0.8936995928509421,7986.0
weighted avg,0.9868185959642837,0.9783370899073378,0.9812280205369275,7986.0
