,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,53,227,39,5,146,202,0,2,3,0
Backdoor,0,154,26,14,168,202,0,8,11,0
DoS,90,1986,382,715,388,274,0,107,132,15
Exploits,156,1946,275,6498,764,454,0,561,356,122
Fuzzers,7,451,56,34,4784,396,0,233,96,5
Generic,10,13,45,394,1820,16411,0,43,123,12
Normal,0,0,0,0,0,0,37000,0,0,0
Reconnaissance,11,247,28,36,94,12,0,2919,134,15
Shellcode,0,0,0,9,18,0,0,76,272,3
Worms,0,0,0,9,2,0,0,2,4,27
