,precision,recall,f1-score,support
Analysis,0.00819672131147541,0.005908419497784343,0.0068669527896995704,677.0
Backdoor,0.039271255060728746,0.33276157804459694,0.07025167481441245,583.0
DoS,0.33515625,0.20983125458547322,0.258083922394345,4089.0
Exploits,0.8017635532331809,0.6616061803808839,0.7249729304065361,11132.0
Fuzzers,0.7887122700482229,0.7284724513361927,0.757396449704142,6062.0
Generic,0.9923718581933926,0.9582428064225531,0.9750087617609792,18871.0
Normal,1.0,0.9998648648648648,0.9999324278667477,37000.0
Reconnaissance,0.8955938697318008,0.8023455377574371,0.8464091732045866,3496.0
Shellcode,0.2527754056362084,0.783068783068783,0.38218205293737895,378.0
Worms,0.6153846153846154,0.5454545454545454,0.5783132530120482,44.0
accuracy,0.8628479813438275,0.8628479813438275,0.8628479813438275,0.8628479813438275
macro avg,0.5729225798599625,0.6027556421413115,0.5599417598890877,82332.0
weighted avg,0.8998442332854742,0.8628479813438275,0.8780121215863234,82332.0
