,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,16,52,18,507,84,0,0,0,0,0
Backdoor,16,54,18,398,92,0,0,0,5,0
DoS,40,577,275,2876,216,6,0,40,59,0
Exploits,78,533,80,9816,380,18,0,144,80,3
Fuzzers,35,117,44,1153,4384,1,0,15,312,1
Generic,0,3,16,496,57,18258,0,1,37,3
Normal,0,0,0,0,0,0,37000,0,0,0
Reconnaissance,4,71,5,541,33,1,0,2805,36,0
Shellcode,0,0,4,68,42,3,0,4,257,0
Worms,0,0,0,24,1,1,0,0,1,17
