weight_metric,seed,accuracy,macro_precision,macro_recall,macro_f1
balanced_accuracy,42,0.9544554455445544,0.9552543448790374,0.9544554455445544,0.9544638234336607
balanced_accuracy,2024,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
balanced_accuracy,3407,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
accuracy,42,0.9544554455445544,0.9552543448790374,0.9544554455445544,0.9544638234336607
accuracy,2024,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
accuracy,3407,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
macro_f1,42,0.9544554455445544,0.9552543448790374,0.9544554455445544,0.9544638234336607
macro_f1,2024,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
macro_f1,3407,0.9524752475247524,0.9528175921987805,0.9524752475247524,0.9523979652682307
