weight_metric,accuracy,macro_precision,macro_recall,macro_f1
accuracy,0.9531353135313531,0.9536298430921994,0.9531353135313531,0.9530865846567074
balanced_accuracy,0.9531353135313531,0.9536298430921994,0.9531353135313531,0.9530865846567074
macro_f1,0.9531353135313531,0.9536298430921994,0.9531353135313531,0.9530865846567074
