dataset,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,log_loss_mean,log_loss_std,brier_mean,brier_std,ece_mean,ece_std,mce_mean,mce_std,aurc_mean,aurc_std,risk_at_90_mean,risk_at_90_std,risk_at_95_mean,risk_at_95_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std,test_samples_mean,test_samples_std,coverage_mean,coverage_std,rejected_count_mean,rejected_count_std
nsl,rccf,0.7479595457771469,0.0006257423695735352,0.4928366392208225,0.0012269613108071827,0.7706366176191937,0.008030381824899242,0.4928366392208225,0.0012269613108071827,0.5146973305079142,0.001718619087171061,1.6802006882493155,0.18789777155096213,0.08659887136358506,4.415595743672123e-05,0.20965072274657345,0.000735003778635357,0.48185616599400366,0.0504371330971459,0.05940980571221235,0.0005716971000395577,0.21179563003121404,0.006355009360448888,0.23258781964483044,0.001404124550437696,250.8050819333342,8.184420111654067,0.4885349999991983,0.015780922798051,22544.0,0.0,0.6197510054412113,0.0018946156525342336,8572.333333333334,42.71221527073178
