dataset,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,log_loss_mean,log_loss_std,brier_mean,brier_std,ece_mean,ece_std,mce_mean,mce_std,aurc_mean,aurc_std,risk_at_90_mean,risk_at_90_std,risk_at_95_mean,risk_at_95_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std,test_samples_mean,test_samples_std,coverage_mean,coverage_std,rejected_count_mean,rejected_count_std
unsw,rccf,0.7153395196683348,0.0003826133547533811,0.5667528412972299,0.007445897210174332,0.5047333101631462,0.010904200711237239,0.5667528412972299,0.007445897210174332,0.4933097927552074,0.008384238031225065,0.6495770152657255,0.0014609645085039925,0.033321145385855656,7.960538275002398e-05,0.07344055194862793,0.0003135020904008904,0.24025653491905094,0.007145147363374728,0.06992355047694855,0.00031543936371594244,0.22682717265640115,0.0007804452320676835,0.2574025774777539,0.00041091742559035176,591.2620662333333,10.951665613475926,2.2709273333336264,0.03640201605932049,82332.0,0.0,0.8956703752287486,0.0019821473836683593,8589.666666666666,163.1941583921843
