model,accuracy_mean,balanced_accuracy_mean,macro_precision_mean,macro_recall_mean,macro_f1_mean,log_loss_mean,brier_mean,ece_mean,mce_mean,aurc_mean,risk_at_90_mean,risk_at_95_mean,train_seconds_mean,predict_seconds_mean,test_samples_mean,rejected_count_mean,coverage_mean,accuracy_std,balanced_accuracy_std,macro_precision_std,macro_recall_std,macro_f1_std,log_loss_std,brier_std,ece_std,mce_std,aurc_std,risk_at_90_std,risk_at_95_std,train_seconds_std,predict_seconds_std,test_samples_std,rejected_count_std,coverage_std
rccf,0.9617161716171617,0.9617161716171617,0.9632290877324298,0.9617161716171617,0.9618071100379423,0.12409998342268491,0.012750777296131327,0.024483111878737567,0.3844037592905942,0.004225955989579109,0.015384615384615385,0.021527777777777774,9.13006710000142,0.1188566333342654,505.0,40.0,0.9207920792079208,0.0011432678597814382,0.0011432678597814382,0.001313975754932701,0.0011432678597814382,0.001143580056812307,0.0012021780774744055,7.247149191356476e-05,0.0018312977387789082,0.00906042711791899,5.0132961528192916e-05,0.0,0.00120281306081172,0.0690280572111785,0.0011710745174539263,0.0,2.0,0.003960396039603964
