,Analysis,Backdoor,DoS,Exploits,Fuzzers,Generic,Normal,Reconnaissance,Shellcode,Worms
Analysis,19,499,101,57,0,0,1,0,0,0
Backdoor,19,420,110,9,9,0,0,3,13,0
DoS,164,2510,478,608,113,4,2,58,143,9
Exploits,221,2712,396,6167,464,0,12,519,434,207
Fuzzers,33,1020,201,28,4180,0,105,210,276,9
Generic,12,16,92,346,95,18163,0,15,123,9
Normal,1896,5,10,253,11800,0,21818,497,708,13
Reconnaissance,19,296,23,37,60,1,3,2913,103,41
Shellcode,0,0,0,0,18,0,1,33,326,0
Worms,0,0,0,5,1,0,0,3,6,29
