model,accuracy,balanced_accuracy,macro_f1,train_seconds,predict_seconds,feature_count,test_samples,log_loss,brier_macro,ece
rf_all,0.7051814604285089,0.564667091026137,0.4811250100756309,18.656176700023934,1.1865662999916822,197,82332,0.6601421726300507,0.03382331463457104,0.0799670677025401
rf_chi2,0.7075013360540252,0.5426235824479927,0.46716798307555096,12.479742900002748,0.6492109999526292,60,82332,0.6893519745551159,0.03430951824311136,0.07399187355507729
extra_trees_chi2,0.6621119370354176,0.601582610971158,0.42122305459628484,11.520477700047195,0.6128035000292584,60,82332,0.8635992889240027,0.03979772836085416,0.09419292591081382
xgboost_chi2,0.76695574017393,0.5272523216390163,0.483391568985982,30.61861169995973,0.5659986999817193,60,82332,0.5247739344873091,0.028496336620051688,0.04061924235204447
