,precision,recall,f1-score,support
Analysis,0.014103425117528543,0.0310192023633678,0.019390581717451522,677.0
Backdoor,0.03742319865946751,0.34476843910806176,0.06751763520322472,583.0
DoS,0.29244921425833653,0.18659819026656885,0.22782920274708868,4089.0
Exploits,0.735215330723264,0.6410348544735897,0.684902581821672,11132.0
Fuzzers,0.26221007637867005,0.6172880237545365,0.3680716077312743,6062.0
Generic,1.0,0.9625880981400032,0.980937466249055,18871.0
Normal,0.9822473587054711,0.6759189189189189,0.8007876915195081,37000.0
Reconnaissance,0.8076062639821029,0.8260869565217391,0.8167420814479638,3496.0
Shellcode,0.1875753920386007,0.8227513227513228,0.3055009823182711,378.0
Worms,0.5384615384615384,0.3181818181818182,0.4,44.0
accuracy,0.7075013360540252,0.7075013360540252,0.7075013360540252,0.7075013360540252
macro avg,0.48572917983249797,0.5426235824479927,0.46716798307555096,82332.0
weighted avg,0.8396888779843925,0.7075013360540252,0.7526659699989188,82332.0
