,precision,recall,f1-score,support
Analysis,0.019428571428571427,0.050221565731166914,0.028018129377832716,677.0
Backdoor,0.03306903887062464,0.2933104631217839,0.05943691345151199,583.0
DoS,0.28227642276422765,0.21227684030325264,0.24232272473478503,4089.0
Exploits,0.7643332617564956,0.6395077254761049,0.6963709282989338,11132.0
Fuzzers,0.2688121472722386,0.6600131969646981,0.3820299818581113,6062.0
Generic,0.9999449672555171,0.9628530549520428,0.9810485394957076,18871.0
Normal,0.9853599516031458,0.6603243243243243,0.7907435876689053,37000.0
Reconnaissance,0.8506721215663354,0.8326659038901602,0.8415727088753975,3496.0
Shellcode,0.19485078993563487,0.8809523809523809,0.3191183517010062,378.0
Worms,0.4878048780487805,0.45454545454545453,0.47058823529411764,44.0
accuracy,0.7051814604285089,0.7051814604285089,0.7051814604285089,0.7051814604285089
macro avg,0.4886552150501572,0.564667091026137,0.4811250100756309,82332.0
weighted avg,0.8468408908864141,0.7051814604285089,0.7526441126356272,82332.0
