,precision,recall,f1-score,support
Analysis,0.007973143096936634,0.028064992614475627,0.01241830065359477,677.0
Backdoor,0.0561647499331372,0.7204116638078902,0.1042054335690361,583.0
DoS,0.3387668320340184,0.11689899730985572,0.17381818181818182,4089.0
Exploits,0.8211717709720373,0.5539885016169601,0.661624289239352,11132.0
Fuzzers,0.24970131421744324,0.6895414054767404,0.3666345057451101,6062.0
Generic,0.9997247908410392,0.9624821154151874,0.9807500202489268,18871.0
Normal,0.994348737580895,0.5896756756756757,0.7403209935190527,37000.0
Reconnaissance,0.6852505292872265,0.8332379862700229,0.7520330450496967,3496.0
Shellcode,0.1529080675422139,0.8624338624338624,0.2597609561752988,378.0
Worms,0.0914826498422713,0.6590909090909091,0.16066481994459833,44.0
accuracy,0.6621119370354176,0.6621119370354176,0.6621119370354176,0.6621119370354176
macro avg,0.43974925853472185,0.601582610971158,0.42122305459628484,82332.0
weighted avg,0.8525543302663381,0.6621119370354176,0.7166304508057025,82332.0
