,precision,recall,f1-score,support
Analysis,0.034334763948497854,0.03545051698670606,0.03488372093023256,677.0
Backdoor,0.042334830019243104,0.11320754716981132,0.06162464985994398,583.0
DoS,0.6525679758308157,0.05282465150403522,0.09773755656108597,4089.0
Exploits,0.569324940809609,0.8856449874236435,0.6930999332138212,11132.0
Fuzzers,0.3159121470192739,0.581326294952161,0.40936283905442294,6062.0
Generic,0.9991224702462568,0.9653436489852154,0.9819426476929711,18871.0
Normal,0.9710084903706772,0.7603783783783784,0.8528814381422984,37000.0
Reconnaissance,0.9171829149005543,0.8046338672768879,0.8572299253390218,3496.0
Shellcode,0.28497942386831276,0.7328042328042328,0.4103703703703704,378.0
Worms,0.6,0.3409090909090909,0.43478260869565216,44.0
accuracy,0.76695574017393,0.76695574017393,0.76695574017393,0.76695574017393
macro avg,0.538676795701324,0.5272523216390163,0.483391568985982,82332.0
weighted avg,0.8391805002069267,0.76695574017393,0.7762998284415232,82332.0
