accuracy,macro_precision,macro_recall,macro_f1,model,seed,train_seconds,predict_seconds,test_samples,feature_mode,feature_count
0.9822188830453293,0.8694259255286847,0.8649012666814204,0.867109309966463,decision_tree_all,42,0.7404745999956504,0.0016605000128038228,7986,all,78
0.9830954169797145,0.8757314028560689,0.8688734819214942,0.8721868292438206,decision_tree_chi2,42,0.7060614000074565,0.0024520000151824206,7986,chi2,60
0.9229902329075883,0.7616311854383561,0.9396071785135047,0.8056314959271884,svm_all,42,16.677207800006727,3.101226900005713,7986,all,78
0.9290007513148009,0.7720841073440392,0.9453887191852057,0.8162007928712992,svm_chi2,42,11.976505600003293,2.418563399987761,7986,chi2,60
0.9819684447783621,0.8713529626164853,0.9066185894989364,0.8862892160792907,random_forest_all,42,1.2450586000049952,0.0613514999859035,7986,all,78
0.9819684447783621,0.8727202935504079,0.9047639185275939,0.8864256963036874,random_forest_chi2,42,1.4137548999860883,0.06086319999303669,7986,chi2,60
0.9818432256448786,0.8727220242909535,0.9083476667329229,0.8875983948462045,weighted_rf_chi2,42,3.7793995999963954,0.2691711999941617,7986,chi2,60
