model,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,train_seconds_mean,train_seconds_std,predict_seconds_mean,predict_seconds_std
decision_tree_all,0.9822188830453293,,0.8694259255286847,,0.8649012666814204,,0.867109309966463,,0.7404745999956504,,0.0016605000128038228,
decision_tree_chi2,0.9830954169797145,,0.8757314028560689,,0.8688734819214942,,0.8721868292438206,,0.7060614000074565,,0.0024520000151824206,
random_forest_all,0.9819684447783621,,0.8713529626164853,,0.9066185894989364,,0.8862892160792907,,1.2450586000049952,,0.0613514999859035,
random_forest_chi2,0.9819684447783621,,0.8727202935504079,,0.9047639185275939,,0.8864256963036874,,1.4137548999860883,,0.06086319999303669,
svm_all,0.9229902329075883,,0.7616311854383561,,0.9396071785135047,,0.8056314959271884,,16.677207800006727,,3.101226900005713,
svm_chi2,0.9290007513148009,,0.7720841073440392,,0.9453887191852057,,0.8162007928712992,,11.976505600003293,,2.418563399987761,
weighted_rf_chi2,0.9818432256448786,,0.8727220242909535,,0.9083476667329229,,0.8875983948462045,,3.7793995999963954,,0.2691711999941617,
